,console,units_sold,week_of
4557,PS4,5646,8/7/2023
4558,PS4,4205,8/14/2023
4559,PS4,4352,8/21/2023
4560,PS4,4562,8/28/2023
4561,PS4,4342,9/4/2023
4562,PS4,3719,9/11/2023
4563,PS4,4229,9/18/2023
4564,PS4,3908,9/25/2023
4565,PS4,4326,10/2/2023
4566,PS4,5542,10/9/2023
4567,PS4,4660,10/16/2023
4568,PS4,3989,10/23/2023
4569,PS4,3767,10/30/2023
4570,PS4,4018,11/6/2023
4571,PS4,3131,11/13/2023
4572,PS4,5853,11/20/2023
4573,PS4,5385,11/27/2023
4574,PS4,6599,12/4/2023
4575,PS4,7245,12/11/2023
4576,PS4,5703,12/18/2023
4577,PS4,3308,12/25/2023
4578,PS4,1563,1/1/2024
4579,PS4,1328,1/8/2024
4580,PS4,1300,1/15/2024
4581,PS4,1268,1/22/2024
4582,PS4,1183,1/29/2024
4583,PS4,1711,2/5/2024
4584,PS4,1248,2/12/2024
4585,PS4,1039,2/19/2024
4586,PS4,2365,2/26/2024
4587,PS4,2452,3/4/2024
4588,PS4,1159,3/11/2024
4589,PS4,786,3/18/2024
4590,PS4,1215,3/25/2024
4591,PS4,626,4/1/2024
4592,PS4,710,4/8/2024
4593,PS4,749,4/15/2024
4594,PS4,1591,4/22/2024
4595,PS4,1284,4/29/2024
4596,PS4,1261,5/6/2024
4597,PS4,833,5/13/2024
4598,PS4,877,5/20/2024
4599,PS4,1266,5/27/2024
4600,PS4,616,6/3/2024
4601,PS4,436,6/10/2024
4602,PS4,541,6/17/2024
4603,PS4,452,6/24/2024
4604,PS4,358,7/1/2024
4605,XOne,1104585,11/18/2013
4606,XOne,461423,11/25/2013
4607,XOne,300431,12/2/2013
4608,XOne,378126,12/9/2013
4609,XOne,396835,12/16/2013
4610,XOne,287541,12/23/2013
4611,XOne,145906,12/30/2013
4612,XOne,77744,1/6/2014
4613,XOne,63464,1/13/2014
4614,XOne,59885,1/20/2014
4615,XOne,59583,1/27/2014
4616,XOne,62468,2/3/2014
4617,XOne,65088,2/10/2014
4618,XOne,64234,2/17/2014
4619,XOne,59832,2/24/2014
4620,XOne,64961,3/3/2014
4621,XOne,144874,3/10/2014
4622,XOne,90467,3/17/2014
4623,XOne,70583,3/24/2014
4624,XOne,65149,3/31/2014
4625,XOne,60391,4/7/2014
4626,XOne,53373,4/14/2014
4627,XOne,48104,4/21/2014
4628,XOne,44555,4/28/2014
4629,XOne,40186,5/5/2014
4630,XOne,37739,5/12/2014
4631,XOne,39674,5/19/2014
4632,XOne,53191,5/26/2014
4633,XOne,43634,6/2/2014
4634,XOne,64797,6/9/2014
4635,XOne,76463,6/16/2014
4636,XOne,67991,6/23/2014
4637,XOne,65377,6/30/2014
4638,XOne,61883,7/7/2014
4639,XOne,58772,7/14/2014
4640,XOne,55522,7/21/2014
4641,XOne,54903,7/28/2014
4642,XOne,53442,8/4/2014
4643,XOne,53170,8/11/2014
4644,XOne,52660,8/18/2014
4645,XOne,85376,8/25/2014
4646,XOne,158800,9/1/2014
4647,XOne,193197,9/8/2014
4648,XOne,110188,9/15/2014
4649,XOne,162806,9/22/2014
4650,XOne,122103,9/29/2014
4651,XOne,101785,10/6/2014
4652,XOne,101310,10/13/2014
4653,XOne,103097,10/20/2014
4654,XOne,182081,10/27/2014
4655,XOne,380966,11/3/2014
4656,XOne,333818,11/10/2014
4657,XOne,385370,11/17/2014
4658,XOne,942645,11/24/2014
4659,XOne,523395,12/1/2014
4660,XOne,485239,12/8/2014
4661,XOne,569948,12/15/2014
4662,XOne,486489,12/22/2014
4663,XOne,181789,12/29/2014
4664,XOne,86398,1/5/2015
4665,XOne,72465,1/12/2015
4666,XOne,75519,1/19/2015
4667,XOne,81824,1/26/2015
4668,XOne,105223,2/2/2015
4669,XOne,110473,2/9/2015
4670,XOne,106870,2/16/2015
4671,XOne,109718,2/23/2015
4672,XOne,90387,3/2/2015
4673,XOne,82439,3/9/2015
4674,XOne,90160,3/16/2015
4675,XOne,84790,3/23/2015
4676,XOne,84118,3/30/2015
4677,XOne,84603,4/6/2015
4678,XOne,86692,4/13/2015
4679,XOne,82518,4/20/2015
4680,XOne,80133,4/27/2015
4681,XOne,66342,5/4/2015
4682,XOne,63083,5/11/2015
4683,XOne,72117,5/18/2015
4684,XOne,67277,5/25/2015
4685,XOne,71296,6/1/2015
4686,XOne,82074,6/8/2015
4687,XOne,84844,6/15/2015
4688,XOne,142675,6/22/2015
4689,XOne,121020,6/29/2015
4690,XOne,97433,7/6/2015
4691,XOne,85604,7/13/2015
4692,XOne,78780,7/20/2015
4693,XOne,76205,7/27/2015
4694,XOne,80613,8/3/2015
4695,XOne,79995,8/10/2015
4696,XOne,77283,8/17/2015
4697,XOne,118484,8/24/2015
4698,XOne,113179,8/31/2015
4699,XOne,92833,9/7/2015
4700,XOne,129875,9/14/2015
4701,XOne,134439,9/21/2015
4702,XOne,123338,9/28/2015
4703,XOne,121936,10/5/2015
4704,XOne,127144,10/12/2015
4705,XOne,130137,10/19/2015
4706,XOne,242839,10/26/2015
4707,XOne,272154,11/2/2015
4708,XOne,333507,11/9/2015
4709,XOne,318198,11/16/2015
4710,XOne,1170254,11/23/2015
4711,XOne,564574,11/30/2015
4712,XOne,573206,12/7/2015
4713,XOne,658865,12/14/2015
4714,XOne,703376,12/21/2015
4715,XOne,265148,12/28/2015
4716,XOne,123246,1/4/2016
4717,XOne,101057,1/11/2016
4718,XOne,93725,1/18/2016
4719,XOne,100107,1/25/2016
4720,XOne,126517,2/1/2016
4721,XOne,130225,2/8/2016
4722,XOne,120645,2/15/2016
4723,XOne,119194,2/22/2016
4724,XOne,103485,2/29/2016
4725,XOne,140251,3/7/2016
4726,XOne,116303,3/14/2016
4727,XOne,103261,3/21/2016
4728,XOne,100961,3/28/2016
4729,XOne,98915,4/4/2016
4730,XOne,95677,4/11/2016
4731,XOne,96143,4/18/2016
4732,XOne,85324,4/25/2016
4733,XOne,74901,5/2/2016
4734,XOne,71990,5/9/2016
4735,XOne,78338,5/16/2016
4736,XOne,82761,5/23/2016
4737,XOne,83036,5/30/2016
4738,XOne,103015,6/6/2016
4739,XOne,108253,6/13/2016
4740,XOne,114436,6/20/2016
4741,XOne,111805,6/27/2016
4742,XOne,102995,7/4/2016
4743,XOne,99868,7/11/2016
4744,XOne,97625,7/18/2016
4745,XOne,95302,7/25/2016
4746,XOne,117422,8/1/2016
4747,XOne,120945,8/8/2016
4748,XOne,122950,8/15/2016
4749,XOne,156754,8/22/2016
4750,XOne,147242,8/29/2016
4751,XOne,139830,9/5/2016
4752,XOne,141087,9/12/2016
4753,XOne,139173,9/19/2016
4754,XOne,164365,9/26/2016
4755,XOne,158316,10/3/2016
4756,XOne,243802,10/10/2016
4757,XOne,222228,10/17/2016
4758,XOne,180402,10/24/2016
4759,XOne,253877,10/31/2016
4760,XOne,279583,11/7/2016
4761,XOne,313688,11/14/2016
4762,XOne,913730,11/21/2016
4763,XOne,549175,11/28/2016
4764,XOne,570726,12/5/2016
4765,XOne,644844,12/12/2016
4766,XOne,712410,12/19/2016
4767,XOne,276452,12/26/2016
4768,XOne,140619,1/2/2017
4769,XOne,110045,1/9/2017
4770,XOne,104624,1/16/2017
4771,XOne,116577,1/23/2017
4772,XOne,120229,1/30/2017
4773,XOne,122074,2/6/2017
4774,XOne,126970,2/13/2017
4775,XOne,103127,2/20/2017
4776,XOne,106640,2/27/2017
4777,XOne,112589,3/6/2017
4778,XOne,107828,3/13/2017
4779,XOne,110141,3/20/2017
4780,XOne,106503,3/27/2017
4781,XOne,85274,4/3/2017
4782,XOne,83825,4/10/2017
4783,XOne,127984,4/17/2017
4784,XOne,75119,4/24/2017
4785,XOne,80792,5/1/2017
4786,XOne,81758,5/8/2017
4787,XOne,76751,5/15/2017
4788,XOne,79566,5/22/2017
4789,XOne,85502,5/29/2017
4790,XOne,95614,6/5/2017
4791,XOne,91772,6/12/2017
4792,XOne,93962,6/19/2017
4793,XOne,77471,6/26/2017
4794,XOne,75202,7/3/2017
4795,XOne,77423,7/10/2017
4796,XOne,78651,7/17/2017
4797,XOne,79729,7/24/2017
4798,XOne,85858,7/31/2017
4799,XOne,86335,8/7/2017
4800,XOne,79977,8/14/2017
4801,XOne,84869,8/21/2017
4802,XOne,87876,8/28/2017
4803,XOne,115150,9/4/2017
4804,XOne,101020,9/11/2017
4805,XOne,100622,9/18/2017
4806,XOne,115986,9/25/2017
4807,XOne,113779,10/2/2017
4808,XOne,117589,10/9/2017
4809,XOne,125910,10/16/2017
4810,XOne,134342,10/23/2017
4811,XOne,178315,10/30/2017
4812,XOne,691903,11/6/2017
4813,XOne,390874,11/13/2017
4814,XOne,1097556,11/20/2017
4815,XOne,522994,11/27/2017
4816,XOne,536035,12/4/2017
4817,XOne,565524,12/11/2017
4818,XOne,599543,12/18/2017
4819,XOne,276464,12/25/2017
4820,XOne,134144,1/1/2018
4821,XOne,118261,1/8/2018
4822,XOne,107299,1/15/2018
4823,XOne,115115,1/22/2018
4824,XOne,110768,1/29/2018
4825,XOne,120439,2/5/2018
4826,XOne,124551,2/12/2018
4827,XOne,144292,2/19/2018
4828,XOne,143391,2/26/2018
4829,XOne,111953,3/5/2018
4830,XOne,109449,3/12/2018
4831,XOne,115829,3/19/2018
4832,XOne,110792,3/26/2018
4833,XOne,90728,4/2/2018
4834,XOne,81449,4/9/2018
4835,XOne,82727,4/16/2018
4836,XOne,80981,4/23/2018
4837,XOne,79008,4/30/2018
4838,XOne,81334,5/7/2018
4839,XOne,85493,5/14/2018
4840,XOne,86566,5/21/2018
4841,XOne,86315,5/28/2018
4842,XOne,95806,6/4/2018
4843,XOne,108036,6/11/2018
4844,XOne,107204,6/18/2018
4845,XOne,103855,6/25/2018
4846,XOne,92249,7/2/2018
4847,XOne,83243,7/9/2018
4848,XOne,91329,7/16/2018
4849,XOne,89983,7/23/2018
4850,XOne,89397,7/30/2018
4851,XOne,91485,8/6/2018
4852,XOne,95963,8/13/2018
4853,XOne,100834,8/20/2018
4854,XOne,107880,8/27/2018
4855,XOne,103643,9/3/2018
4856,XOne,104509,9/10/2018
4857,XOne,100080,9/17/2018
4858,XOne,104697,9/24/2018
4859,XOne,108666,10/1/2018
4860,XOne,133835,10/8/2018
4861,XOne,131679,10/15/2018
4862,XOne,148417,10/22/2018
4863,XOne,160802,10/29/2018
4864,XOne,209416,11/5/2018
4865,XOne,277163,11/12/2018
4866,XOne,1132948,11/19/2018
4867,XOne,590672,11/26/2018
4868,XOne,498792,12/3/2018
4869,XOne,529463,12/10/2018
4870,XOne,582029,12/17/2018
4871,XOne,292584,12/24/2018
4872,XOne,132658,12/31/2018
4873,XOne,91532,1/7/2019
4874,XOne,84656,1/14/2019
4875,XOne,87228,1/21/2019
4876,XOne,84098,1/28/2019
4877,XOne,91884,2/4/2019
4878,XOne,96905,2/11/2019
4879,XOne,98629,2/18/2019
4880,XOne,96771,2/25/2019
4881,XOne,89480,3/4/2019
4882,XOne,84948,3/11/2019
4883,XOne,81952,3/18/2019
4884,XOne,74911,3/25/2019
4885,XOne,70036,4/1/2019
4886,XOne,64611,4/8/2019
4887,XOne,62762,4/15/2019
4888,XOne,63114,4/22/2019
4889,XOne,62698,4/29/2019
4890,XOne,60717,5/6/2019
4891,XOne,61064,5/13/2019
4892,XOne,61717,5/20/2019
4893,XOne,67573,5/27/2019
4894,XOne,76043,6/3/2019
4895,XOne,80923,6/10/2019
4896,XOne,80150,6/17/2019
4897,XOne,75052,6/24/2019
4898,XOne,63281,7/1/2019
4899,XOne,62069,7/8/2019
4900,XOne,61280,7/15/2019
4901,XOne,60174,7/22/2019
4902,XOne,58099,7/29/2019
4903,XOne,48363,8/5/2019
4904,XOne,49626,8/12/2019
4905,XOne,51340,8/19/2019
4906,XOne,54405,8/26/2019
4907,XOne,71493,9/2/2019
4908,XOne,93689,9/9/2019
4909,XOne,79310,9/16/2019
4910,XOne,78834,9/23/2019
4911,XOne,75930,9/30/2019
4912,XOne,83716,10/7/2019
4913,XOne,85789,10/14/2019
4914,XOne,98811,10/21/2019
4915,XOne,106756,10/28/2019
4916,XOne,124580,11/4/2019
4917,XOne,149584,11/11/2019
4918,XOne,211415,11/18/2019
4919,XOne,1027206,11/25/2019
4920,XOne,459064,12/2/2019
4921,XOne,455219,12/9/2019
4922,XOne,478152,12/16/2019
4923,XOne,262800,12/23/2019
4924,XOne,91800,12/30/2019
4925,XOne,62438,1/6/2020
4926,XOne,59383,1/13/2020
4927,XOne,55028,1/20/2020
4928,XOne,54301,1/27/2020
4929,XOne,61339,2/3/2020
4930,XOne,61161,2/10/2020
4931,XOne,61125,2/17/2020
4932,XOne,66979,2/24/2020
4933,XOne,107660,3/2/2020
4934,XOne,127237,3/9/2020
4935,XOne,126409,3/16/2020
4936,XOne,122497,3/23/2020
4937,XOne,125015,3/30/2020
4938,XOne,152091,4/6/2020
4939,XOne,149981,4/13/2020
4940,XOne,136460,4/20/2020
4941,XOne,110402,4/27/2020
4942,XOne,97068,5/4/2020
4943,XOne,92852,5/11/2020
4944,XOne,87800,5/18/2020
4945,XOne,82190,5/25/2020
4946,XOne,71819,6/1/2020
4947,XOne,69552,6/8/2020
4948,XOne,67196,6/15/2020
4949,XOne,65150,6/22/2020
4950,XOne,57321,6/29/2020
4951,XOne,52228,7/6/2020
4952,XOne,47087,7/13/2020
4953,XOne,45238,7/20/2020
4954,XOne,43271,7/27/2020
4955,XOne,43904,8/3/2020
4956,XOne,37832,8/10/2020
4957,XOne,38192,8/17/2020
4958,XOne,38752,8/24/2020
4959,XOne,39957,8/31/2020
4960,XOne,45310,9/7/2020
4961,XOne,43341,9/14/2020
4962,XOne,44381,9/21/2020
4963,XOne,43994,9/28/2020
4964,XOne,43743,10/5/2020
4965,XOne,42795,10/12/2020
4966,XOne,43849,10/19/2020
4967,XOne,45516,10/26/2020
4968,XOne,51036,11/2/2020
4969,XOne,59788,11/9/2020
4970,XOne,69061,11/16/2020
4971,XOne,123737,11/23/2020
4972,XOne,111409,11/30/2020
4973,XOne,111166,12/7/2020
4974,XOne,125592,12/14/2020
4975,XOne,95195,12/21/2020
4976,XOne,42914,12/28/2020
4977,XOne,3686,1/4/2021
4978,XOne,3622,1/11/2021
4979,XOne,3486,1/18/2021
4980,XOne,3281,1/25/2021
4981,XOne,3256,2/1/2021
4982,XOne,3251,2/8/2021
4983,XOne,3020,2/15/2021
4984,XOne,2911,2/22/2021
4985,XOne,2832,3/1/2021
4986,XOne,2794,3/8/2021
4987,XOne,2701,3/15/2021
4988,XOne,2537,3/22/2021
4989,XOne,2462,3/29/2021
4990,XOne,2454,4/5/2021
4991,XOne,2334,4/12/2021
4992,XOne,2191,4/19/2021
4993,XOne,2249,4/26/2021
4994,XOne,2182,5/3/2021
4995,XOne,2049,5/10/2021
4996,XOne,2039,5/17/2021
4997,XOne,1984,5/24/2021
4998,XOne,1967,5/31/2021
4999,XOne,1937,6/7/2021
5000,XOne,1940,6/14/2021
5001,XOne,1925,6/21/2021
5002,XOne,1863,6/28/2021
5003,XOne,1848,7/5/2021
5004,XOne,1792,7/12/2021
5005,XOne,1892,7/19/2021
5006,XOne,1739,7/26/2021
5007,XOne,1872,8/2/2021
5008,XOne,1804,8/9/2021
5009,XOne,1863,8/16/2021
5010,XOne,1762,8/23/2021
5011,XOne,1697,8/30/2021
5012,XOne,1779,9/6/2021
5013,XOne,1697,9/13/2021
5014,XOne,1805,9/20/2021
5015,XOne,1784,9/27/2021
5016,XOne,1780,10/4/2021
5017,XOne,1776,10/11/2021
5018,XOne,1690,10/18/2021
5019,XOne,1717,10/25/2021
5020,XOne,1790,11/1/2021
5021,XOne,1642,11/8/2021
5022,XOne,1704,11/15/2021
5023,XOne,1690,11/22/2021
5024,XOne,1666,11/29/2021
5025,XOne,1674,12/6/2021
5026,XOne,1704,12/13/2021
5027,XOne,1678,12/20/2021
5028,XOne,1603,12/27/2021
5029,XOne,337,1/3/2022
5030,XOne,238,1/10/2022
5031,XOne,240,1/17/2022
5032,XOne,238,1/24/2022
5033,XOne,222,1/31/2022
5034,XOne,224,2/7/2022
5035,XOne,203,2/14/2022
5036,XOne,190,2/21/2022
5037,XOne,193,2/28/2022
5038,XOne,190,3/7/2022
5039,XOne,204,3/14/2022
5040,XOne,168,3/21/2022
5041,XOne,170,3/28/2022
5042,XOne,164,4/4/2022
5043,XOne,154,4/11/2022
5044,XOne,166,4/18/2022
5045,XOne,175,4/25/2022
5046,XOne,153,5/2/2022
5047,XOne,160,5/9/2022
5048,XOne,148,5/16/2022
5049,XOne,154,5/23/2022
5050,XOne,146,5/30/2022
5051,XOne,148,6/6/2022
5052,XOne,147,6/13/2022
5053,XOne,146,6/20/2022
5054,XOne,141,6/27/2022
5055,XOne,142,7/4/2022
5056,XOne,153,7/11/2022
5057,XOne,146,7/18/2022
5058,XOne,151,7/25/2022
5059,XOne,145,8/1/2022
5060,XOne,153,8/8/2022
5061,XOne,141,8/15/2022
5062,XOne,129,8/22/2022
5063,XOne,137,8/29/2022
5064,XOne,127,9/5/2022
5065,XOne,137,9/12/2022
5066,XOne,136,9/19/2022
5067,XOne,130,9/26/2022
5068,XOne,133,10/3/2022
5069,XOne,129,10/10/2022
5070,XOne,127,10/17/2022
5071,XOne,131,10/24/2022
5072,XOne,127,10/31/2022
5073,XOne,129,11/7/2022
5074,XOne,124,11/14/2022
5075,XOne,131,11/21/2022
5076,XOne,130,11/28/2022
5077,XOne,133,12/5/2022
5078,XOne,125,12/12/2022
5079,XOne,123,12/19/2022
5080,XOne,38,12/26/2022
5081,NS,1400822,2/27/2017
5082,NS,229497,3/6/2017
5083,NS,214874,3/13/2017
5084,NS,275888,3/20/2017
5085,NS,213557,3/27/2017
5086,NS,168717,4/3/2017
5087,NS,163227,4/10/2017
5088,NS,157474,4/17/2017
5089,NS,260625,4/24/2017
5090,NS,142147,5/1/2017
5091,NS,115042,5/8/2017
5092,NS,116751,5/15/2017
5093,NS,119909,5/22/2017
5094,NS,115641,5/29/2017
5095,NS,118575,6/5/2017
5096,NS,170869,6/12/2017
5097,NS,127127,6/19/2017
5098,NS,90409,6/26/2017
5099,NS,117283,7/3/2017
5100,NS,123716,7/10/2017
5101,NS,247460,7/17/2017
5102,NS,176896,7/24/2017
5103,NS,150457,7/31/2017
5104,NS,182211,8/7/2017
5105,NS,124422,8/14/2017
5106,NS,173415,8/21/2017
5107,NS,157795,8/28/2017
5108,NS,158306,9/4/2017
5109,NS,159470,9/11/2017
5110,NS,159278,9/18/2017
5111,NS,202859,9/25/2017
5112,NS,159387,10/2/2017
5113,NS,168154,10/9/2017
5114,NS,164314,10/16/2017
5115,NS,309200,10/23/2017
5116,NS,230255,10/30/2017
5117,NS,273438,11/6/2017
5118,NS,344547,11/13/2017
5119,NS,856754,11/20/2017
5120,NS,669083,11/27/2017
5121,NS,816232,12/4/2017
5122,NS,994616,12/11/2017
5123,NS,1165525,12/18/2017
5124,NS,637044,12/25/2017
5125,NS,355902,1/1/2018
5126,NS,208361,1/8/2018
5127,NS,194803,1/15/2018
5128,NS,204441,1/22/2018
5129,NS,201932,1/29/2018
5130,NS,202318,2/5/2018
5131,NS,204686,2/12/2018
5132,NS,197530,2/19/2018
5133,NS,191179,2/26/2018
5134,NS,186598,3/5/2018
5135,NS,197852,3/12/2018
5136,NS,205107,3/19/2018
5137,NS,193094,3/26/2018
5138,NS,168276,4/2/2018
5139,NS,154064,4/9/2018
5140,NS,155969,4/16/2018
5141,NS,157397,4/23/2018
5142,NS,185258,4/30/2018
5143,NS,151692,5/7/2018
5144,NS,159022,5/14/2018
5145,NS,157450,5/21/2018
5146,NS,163712,5/28/2018
5147,NS,184656,6/4/2018
5148,NS,211268,6/11/2018
5149,NS,219684,6/18/2018
5150,NS,210891,6/25/2018
5151,NS,192865,7/2/2018
5152,NS,211124,7/9/2018
5153,NS,210790,7/16/2018
5154,NS,194698,7/23/2018
5155,NS,199434,7/30/2018
5156,NS,191129,8/6/2018
5157,NS,195014,8/13/2018
5158,NS,184594,8/20/2018
5159,NS,182597,8/27/2018
5160,NS,185728,9/3/2018
5161,NS,180977,9/10/2018
5162,NS,187521,9/17/2018
5163,NS,198744,9/24/2018
5164,NS,216818,10/1/2018
5165,NS,208357,10/8/2018
5166,NS,215117,10/15/2018
5167,NS,209671,10/22/2018
5168,NS,231718,10/29/2018
5169,NS,261903,11/5/2018
5170,NS,628055,11/12/2018
5171,NS,1379280,11/19/2018
5172,NS,770844,11/26/2018
5173,NS,1194167,12/3/2018
5174,NS,1302351,12/10/2018
5175,NS,1433755,12/17/2018
5176,NS,778701,12/24/2018
5177,NS,422991,12/31/2018
5178,NS,261313,1/7/2019
5179,NS,239630,1/14/2019
5180,NS,223917,1/21/2019
5181,NS,243086,1/28/2019
5182,NS,246901,2/4/2019
5183,NS,245603,2/11/2019
5184,NS,236788,2/18/2019
5185,NS,256993,2/25/2019
5186,NS,243351,3/4/2019
5187,NS,222088,3/11/2019
5188,NS,219395,3/18/2019
5189,NS,224764,3/25/2019
5190,NS,197196,4/1/2019
5191,NS,210035,4/8/2019
5192,NS,185560,4/15/2019
5193,NS,192442,4/22/2019
5194,NS,192284,4/29/2019
5195,NS,186628,5/6/2019
5196,NS,166937,5/13/2019
5197,NS,174689,5/20/2019
5198,NS,180828,5/27/2019
5199,NS,191428,6/3/2019
5200,NS,209397,6/10/2019
5201,NS,209000,6/17/2019
5202,NS,290267,6/24/2019
5203,NS,245075,7/1/2019
5204,NS,226783,7/8/2019
5205,NS,211210,7/15/2019
5206,NS,201103,7/22/2019
5207,NS,193667,7/29/2019
5208,NS,180518,8/5/2019
5209,NS,186164,8/12/2019
5210,NS,176652,8/19/2019
5211,NS,238915,8/26/2019
5212,NS,253320,9/2/2019
5213,NS,249325,9/9/2019
5214,NS,600282,9/16/2019
5215,NS,472720,9/23/2019
5216,NS,326090,9/30/2019
5217,NS,285064,10/7/2019
5218,NS,299832,10/14/2019
5219,NS,301671,10/21/2019
5220,NS,366383,10/28/2019
5221,NS,399646,11/4/2019
5222,NS,590632,11/11/2019
5223,NS,616220,11/18/2019
5224,NS,1852859,11/25/2019
5225,NS,1182723,12/2/2019
5226,NS,1356224,12/9/2019
5227,NS,1532176,12/16/2019
5228,NS,909543,12/23/2019
5229,NS,454030,12/30/2019
5230,NS,316898,1/6/2020
5231,NS,277562,1/13/2020
5232,NS,248118,1/20/2020
5233,NS,253318,1/27/2020
5234,NS,291948,2/3/2020
5235,NS,268712,2/10/2020
5236,NS,230716,2/17/2020
5237,NS,250221,2/24/2020
5238,NS,282734,3/2/2020
5239,NS,351391,3/9/2020
5240,NS,976393,3/16/2020
5241,NS,763344,3/23/2020
5242,NS,584597,3/30/2020
5243,NS,560432,4/6/2020
5244,NS,484326,4/13/2020
5245,NS,533735,4/20/2020
5246,NS,449662,4/27/2020
5247,NS,405208,5/4/2020
5248,NS,385660,5/11/2020
5249,NS,383758,5/18/2020
5250,NS,428191,5/25/2020
5251,NS,382714,6/1/2020
5252,NS,366514,6/8/2020
5253,NS,375268,6/15/2020
5254,NS,399987,6/22/2020
5255,NS,357202,6/29/2020
5256,NS,365123,7/6/2020
5257,NS,409564,7/13/2020
5258,NS,429963,7/20/2020
5259,NS,348788,7/27/2020
5260,NS,458779,8/3/2020
5261,NS,439993,8/10/2020
5262,NS,380416,8/17/2020
5263,NS,394899,8/24/2020
5264,NS,378301,8/31/2020
5265,NS,409392,9/7/2020
5266,NS,509730,9/14/2020
5267,NS,426477,9/21/2020
5268,NS,432134,9/28/2020
5269,NS,531006,10/5/2020
5270,NS,520049,10/12/2020
5271,NS,501187,10/19/2020
5272,NS,525682,10/26/2020
5273,NS,622938,11/2/2020
5274,NS,644876,11/9/2020
5275,NS,778541,11/16/2020
5276,NS,1682741,11/23/2020
5277,NS,1318788,11/30/2020
5278,NS,1409099,12/7/2020
5279,NS,1495436,12/14/2020
5280,NS,1242994,12/21/2020
5281,NS,741241,12/28/2020
5282,NS,450108,1/4/2021
5283,NS,416858,1/11/2021
5284,NS,339228,1/18/2021
5285,NS,334737,1/25/2021
5286,NS,347452,2/1/2021
5287,NS,475791,2/8/2021
5288,NS,407553,2/15/2021
5289,NS,388905,2/22/2021
5290,NS,407617,3/1/2021
5291,NS,395124,3/8/2021
5292,NS,460678,3/15/2021
5293,NS,739254,3/22/2021
5294,NS,494554,3/29/2021
5295,NS,387651,4/5/2021
5296,NS,382023,4/12/2021
5297,NS,371480,4/19/2021
5298,NS,440075,4/26/2021
5299,NS,319870,5/3/2021
5300,NS,337298,5/10/2021
5301,NS,333230,5/17/2021
5302,NS,302585,5/24/2021
5303,NS,346990,5/31/2021
5304,NS,327865,6/7/2021
5305,NS,328606,6/14/2021
5306,NS,333848,6/21/2021
5307,NS,347340,6/28/2021
5308,NS,325329,7/5/2021
5309,NS,314362,7/12/2021
5310,NS,289834,7/19/2021
5311,NS,278653,7/26/2021
5312,NS,287514,8/2/2021
5313,NS,306933,8/9/2021
5314,NS,288523,8/16/2021
5315,NS,282818,8/23/2021
5316,NS,279585,8/30/2021
5317,NS,288004,9/6/2021
5318,NS,266478,9/13/2021
5319,NS,257141,9/20/2021
5320,NS,246858,9/27/2021
5321,NS,849394,10/4/2021
5322,NS,393194,10/11/2021
5323,NS,472479,10/18/2021
5324,NS,447725,10/25/2021
5325,NS,519664,11/1/2021
5326,NS,543232,11/8/2021
5327,NS,697953,11/15/2021
5328,NS,1412157,11/22/2021
5329,NS,1061744,11/29/2021
5330,NS,1030964,12/6/2021
5331,NS,1040609,12/13/2021
5332,NS,1037024,12/20/2021
5333,NS,577918,12/27/2021
5334,NS,409375,1/3/2022
5335,NS,301187,1/10/2022
5336,NS,276268,1/17/2022
5337,NS,323457,1/24/2022
5338,NS,326396,1/31/2022
5339,NS,412239,2/7/2022
5340,NS,325296,2/14/2022
5341,NS,297295,2/21/2022
5342,NS,332633,2/28/2022
5343,NS,323302,3/7/2022
5344,NS,304910,3/14/2022
5345,NS,309676,3/21/2022
5346,NS,296326,3/28/2022
5347,NS,277639,4/4/2022
5348,NS,259006,4/11/2022
5349,NS,250921,4/18/2022
5350,NS,326487,4/25/2022
5351,NS,246108,5/2/2022
5352,NS,262580,5/9/2022
5353,NS,261898,5/16/2022
5354,NS,262220,5/23/2022
5355,NS,263834,5/30/2022
5356,NS,260736,6/6/2022
5357,NS,255939,6/13/2022
5358,NS,265739,6/20/2022
5359,NS,292729,6/27/2022
5360,NS,244886,7/4/2022
5361,NS,244483,7/11/2022
5362,NS,251422,7/18/2022
5363,NS,257166,7/25/2022
5364,NS,250039,8/1/2022
5365,NS,247920,8/8/2022
5366,NS,226334,8/15/2022
5367,NS,308429,8/22/2022
5368,NS,270839,8/29/2022
5369,NS,376950,9/5/2022
5370,NS,295227,9/12/2022
5371,NS,245663,9/19/2022
5372,NS,234107,9/26/2022
5373,NS,225842,10/3/2022
5374,NS,216229,10/10/2022
5375,NS,238727,10/17/2022
5376,NS,241309,10/24/2022
5377,NS,388406,10/31/2022
5378,NS,421318,11/7/2022
5379,NS,672520,11/14/2022
5380,NS,1264962,11/21/2022
5381,NS,932591,11/28/2022
5382,NS,907694,12/5/2022
5383,NS,923081,12/12/2022
5384,NS,951378,12/19/2022
5385,NS,485446,12/26/2022
5386,NS,377700,1/2/2023
5387,NS,256903,1/9/2023
5388,NS,229840,1/16/2023
5389,NS,246156,1/23/2023
5390,NS,230694,1/30/2023
5391,NS,230826,2/6/2023
5392,NS,220937,2/13/2023
5393,NS,228896,2/20/2023
5394,NS,223978,2/27/2023
5395,NS,215665,3/6/2023
5396,NS,215628,3/13/2023
5397,NS,216454,3/20/2023
5398,NS,230352,3/27/2023
5399,NS,234600,4/3/2023
