,console,units_sold,week_of
0,PS3,86742,11/6/2006
1,PS3,205065,11/13/2006
2,PS3,103130,11/20/2006
3,PS3,129750,11/27/2006
4,PS3,162737,12/4/2006
5,PS3,200001,12/11/2006
6,PS3,190595,12/18/2006
7,PS3,174020,12/25/2006
8,PS3,136611,1/1/2007
9,PS3,89482,1/8/2007
10,PS3,79783,1/15/2007
11,PS3,74220,1/22/2007
12,PS3,70671,1/29/2007
13,PS3,66849,2/5/2007
14,PS3,53197,2/12/2007
15,PS3,49869,2/19/2007
16,PS3,80401,2/26/2007
17,PS3,79434,3/5/2007
18,PS3,58436,3/12/2007
19,PS3,603976,3/19/2007
20,PS3,162406,3/26/2007
21,PS3,118003,4/2/2007
22,PS3,96957,4/9/2007
23,PS3,83133,4/16/2007
24,PS3,78345,4/23/2007
25,PS3,80550,4/30/2007
26,PS3,70401,5/7/2007
27,PS3,65132,5/14/2007
28,PS3,64512,5/21/2007
29,PS3,63274,5/28/2007
30,PS3,59292,6/4/2007
31,PS3,60022,6/11/2007
32,PS3,58304,6/18/2007
33,PS3,60913,6/25/2007
34,PS3,63505,7/2/2007
35,PS3,96644,7/9/2007
36,PS3,90710,7/16/2007
37,PS3,116894,7/23/2007
38,PS3,107626,7/30/2007
39,PS3,99663,8/6/2007
40,PS3,102078,8/13/2007
41,PS3,92527,8/20/2007
42,PS3,100194,8/27/2007
43,PS3,99852,9/3/2007
44,PS3,77846,9/10/2007
45,PS3,73382,9/17/2007
46,PS3,86273,9/24/2007
47,PS3,84503,10/1/2007
48,PS3,157901,10/8/2007
49,PS3,160822,10/15/2007
50,PS3,166324,10/22/2007
51,PS3,164681,10/29/2007
52,PS3,236409,11/5/2007
53,PS3,257304,11/12/2007
54,PS3,380441,11/19/2007
55,PS3,400190,11/26/2007
56,PS3,483939,12/3/2007
57,PS3,585839,12/10/2007
58,PS3,657716,12/17/2007
59,PS3,417445,12/24/2007
60,PS3,266879,12/31/2007
61,PS3,178821,1/7/2008
62,PS3,166017,1/14/2008
63,PS3,170787,1/21/2008
64,PS3,180693,1/28/2008
65,PS3,168537,2/4/2008
66,PS3,159769,2/11/2008
67,PS3,167193,2/18/2008
68,PS3,177325,2/25/2008
69,PS3,151858,3/3/2008
70,PS3,140768,3/10/2008
71,PS3,175009,3/17/2008
72,PS3,184400,3/24/2008
73,PS3,169287,3/31/2008
74,PS3,139234,4/7/2008
75,PS3,137184,4/14/2008
76,PS3,133374,4/21/2008
77,PS3,239942,4/28/2008
78,PS3,158892,5/5/2008
79,PS3,135416,5/12/2008
80,PS3,127085,5/19/2008
81,PS3,126396,5/26/2008
82,PS3,129132,6/2/2008
83,PS3,309807,6/9/2008
84,PS3,172197,6/16/2008
85,PS3,155048,6/23/2008
86,PS3,146307,6/30/2008
87,PS3,151246,7/7/2008
88,PS3,133476,7/14/2008
89,PS3,91448,7/21/2008
90,PS3,101586,7/28/2008
91,PS3,109614,8/4/2008
92,PS3,112203,8/11/2008
93,PS3,155467,8/18/2008
94,PS3,167985,8/25/2008
95,PS3,143462,9/1/2008
96,PS3,133147,9/8/2008
97,PS3,116500,9/15/2008
98,PS3,125776,9/22/2008
99,PS3,152660,9/29/2008
100,PS3,155055,10/6/2008
101,PS3,146470,10/13/2008
102,PS3,151933,10/20/2008
103,PS3,220330,10/27/2008
104,PS3,230713,11/3/2008
105,PS3,241523,11/10/2008
106,PS3,263705,11/17/2008
107,PS3,450702,11/24/2008
108,PS3,426473,12/1/2008
109,PS3,509352,12/8/2008
110,PS3,589151,12/15/2008
111,PS3,538739,12/22/2008
112,PS3,327280,12/29/2008
113,PS3,214050,1/5/2009
114,PS3,153310,1/12/2009
115,PS3,148771,1/19/2009
116,PS3,159193,1/26/2009
117,PS3,138999,2/2/2009
118,PS3,129911,2/9/2009
119,PS3,141438,2/16/2009
120,PS3,190785,2/23/2009
121,PS3,175977,3/2/2009
122,PS3,170316,3/9/2009
123,PS3,142887,3/16/2009
124,PS3,140279,3/23/2009
125,PS3,127221,3/30/2009
126,PS3,115174,4/6/2009
127,PS3,156728,4/13/2009
128,PS3,110526,4/20/2009
129,PS3,112203,4/27/2009
130,PS3,105282,5/4/2009
131,PS3,99593,5/11/2009
132,PS3,98827,5/18/2009
133,PS3,111949,5/25/2009
134,PS3,104433,6/1/2009
135,PS3,109307,6/8/2009
136,PS3,108936,6/15/2009
137,PS3,109537,6/22/2009
138,PS3,111768,6/29/2009
139,PS3,109399,7/6/2009
140,PS3,108911,7/13/2009
141,PS3,104199,7/20/2009
142,PS3,108037,7/27/2009
143,PS3,100220,8/3/2009
144,PS3,104300,8/10/2009
145,PS3,96058,8/17/2009
146,PS3,167811,8/24/2009
147,PS3,601186,8/31/2009
148,PS3,352880,9/7/2009
149,PS3,297188,9/14/2009
150,PS3,265847,9/21/2009
151,PS3,291617,9/28/2009
152,PS3,257210,10/5/2009
153,PS3,280682,10/12/2009
154,PS3,266763,10/19/2009
155,PS3,300257,10/26/2009
156,PS3,360263,11/2/2009
157,PS3,430928,11/9/2009
158,PS3,420795,11/16/2009
159,PS3,816843,11/23/2009
160,PS3,659625,11/30/2009
161,PS3,748551,12/7/2009
162,PS3,1033233,12/14/2009
163,PS3,1002523,12/21/2009
164,PS3,521442,12/28/2009
165,PS3,369502,1/4/2010
166,PS3,245052,1/11/2010
167,PS3,227806,1/18/2010
168,PS3,243072,1/25/2010
169,PS3,222198,2/1/2010
170,PS3,230533,2/8/2010
171,PS3,238950,2/15/2010
172,PS3,241853,2/22/2010
173,PS3,216092,3/1/2010
174,PS3,240755,3/8/2010
175,PS3,237543,3/15/2010
176,PS3,251173,3/22/2010
177,PS3,242895,3/29/2010
178,PS3,195920,4/5/2010
179,PS3,176481,4/12/2010
180,PS3,150781,4/19/2010
181,PS3,157438,4/26/2010
182,PS3,164121,5/3/2010
183,PS3,153920,5/10/2010
184,PS3,146388,5/17/2010
185,PS3,148236,5/24/2010
186,PS3,155871,5/31/2010
187,PS3,151518,6/7/2010
188,PS3,153282,6/14/2010
189,PS3,160187,6/21/2010
190,PS3,166138,6/28/2010
191,PS3,164442,7/5/2010
192,PS3,158020,7/12/2010
193,PS3,144485,7/19/2010
194,PS3,189236,7/26/2010
195,PS3,171574,8/2/2010
196,PS3,178533,8/9/2010
197,PS3,160718,8/16/2010
198,PS3,160409,8/23/2010
199,PS3,166263,8/30/2010
200,PS3,151821,9/6/2010
201,PS3,191007,9/13/2010
202,PS3,198730,9/20/2010
203,PS3,217736,9/27/2010
204,PS3,219887,10/4/2010
205,PS3,239077,10/11/2010
206,PS3,242319,10/18/2010
207,PS3,274503,10/25/2010
208,PS3,306717,11/1/2010
209,PS3,367580,11/8/2010
210,PS3,357659,11/15/2010
211,PS3,738248,11/22/2010
212,PS3,618042,11/29/2010
213,PS3,673863,12/6/2010
214,PS3,847764,12/13/2010
215,PS3,881732,12/20/2010
216,PS3,514270,12/27/2010
217,PS3,356258,1/3/2011
218,PS3,236877,1/10/2011
219,PS3,219983,1/17/2011
220,PS3,229251,1/24/2011
221,PS3,231207,1/31/2011
222,PS3,227632,2/7/2011
223,PS3,245697,2/14/2011
224,PS3,282000,2/21/2011
225,PS3,232323,2/28/2011
226,PS3,219542,3/7/2011
227,PS3,204108,3/14/2011
228,PS3,191998,3/21/2011
229,PS3,187151,3/28/2011
230,PS3,179186,4/4/2011
231,PS3,182863,4/11/2011
232,PS3,192969,4/18/2011
233,PS3,171146,4/25/2011
234,PS3,160130,5/2/2011
235,PS3,150214,5/9/2011
236,PS3,164037,5/16/2011
237,PS3,165678,5/23/2011
238,PS3,168002,5/30/2011
239,PS3,164943,6/6/2011
240,PS3,166546,6/13/2011
241,PS3,182189,6/20/2011
242,PS3,200005,6/27/2011
243,PS3,182360,7/4/2011
244,PS3,172146,7/11/2011
245,PS3,167499,7/18/2011
246,PS3,177658,7/25/2011
247,PS3,178901,8/1/2011
248,PS3,157612,8/8/2011
249,PS3,212387,8/15/2011
250,PS3,256227,8/22/2011
251,PS3,265262,8/29/2011
252,PS3,290472,9/5/2011
253,PS3,245106,9/12/2011
254,PS3,244444,9/19/2011
255,PS3,256742,9/26/2011
256,PS3,265582,10/3/2011
257,PS3,246097,10/10/2011
258,PS3,254045,10/17/2011
259,PS3,300464,10/24/2011
260,PS3,348630,10/31/2011
261,PS3,394471,11/7/2011
262,PS3,405256,11/14/2011
263,PS3,875412,11/21/2011
264,PS3,605404,11/28/2011
265,PS3,675474,12/5/2011
266,PS3,795607,12/12/2011
267,PS3,857546,12/19/2011
268,PS3,520381,12/26/2011
269,PS3,378977,1/2/2012
270,PS3,230705,1/9/2012
271,PS3,201410,1/16/2012
272,PS3,197978,1/23/2012
273,PS3,209859,1/30/2012
274,PS3,210895,2/6/2012
275,PS3,215621,2/13/2012
276,PS3,228277,2/20/2012
277,PS3,245169,2/27/2012
278,PS3,209583,3/5/2012
279,PS3,186571,3/12/2012
280,PS3,170334,3/19/2012
281,PS3,174036,3/26/2012
282,PS3,182088,4/2/2012
283,PS3,170657,4/9/2012
284,PS3,164091,4/16/2012
285,PS3,152509,4/23/2012
286,PS3,140708,4/30/2012
287,PS3,130857,5/7/2012
288,PS3,136612,5/14/2012
289,PS3,142283,5/21/2012
290,PS3,145449,5/28/2012
291,PS3,137845,6/4/2012
292,PS3,139307,6/11/2012
293,PS3,140855,6/18/2012
294,PS3,142522,6/25/2012
295,PS3,137380,7/2/2012
296,PS3,133117,7/9/2012
297,PS3,129138,7/16/2012
298,PS3,138081,7/23/2012
299,PS3,133982,7/30/2012
300,PS3,130816,8/6/2012
301,PS3,142617,8/13/2012
302,PS3,126168,8/20/2012
303,PS3,137828,8/27/2012
304,PS3,135099,9/3/2012
305,PS3,139597,9/10/2012
306,PS3,128704,9/17/2012
307,PS3,173969,9/24/2012
308,PS3,225706,10/1/2012
309,PS3,227309,10/8/2012
310,PS3,201061,10/15/2012
311,PS3,224865,10/22/2012
312,PS3,316048,10/29/2012
313,PS3,298072,11/5/2012
314,PS3,362894,11/12/2012
315,PS3,894365,11/19/2012
316,PS3,506045,11/26/2012
317,PS3,547098,12/3/2012
318,PS3,578293,12/10/2012
319,PS3,611384,12/17/2012
320,PS3,423283,12/24/2012
321,PS3,312803,12/31/2012
322,PS3,176775,1/7/2013
323,PS3,155723,1/14/2013
324,PS3,155664,1/21/2013
325,PS3,165564,1/28/2013
326,PS3,165207,2/4/2013
327,PS3,177529,2/11/2013
328,PS3,163336,2/18/2013
329,PS3,164160,2/25/2013
330,PS3,146199,3/4/2013
331,PS3,140204,3/11/2013
332,PS3,137956,3/18/2013
333,PS3,150041,3/25/2013
334,PS3,130451,4/1/2013
335,PS3,122195,4/8/2013
336,PS3,116856,4/15/2013
337,PS3,116405,4/22/2013
338,PS3,108586,4/29/2013
339,PS3,100029,5/6/2013
340,PS3,101594,5/13/2013
341,PS3,103565,5/20/2013
342,PS3,97869,5/27/2013
343,PS3,92016,6/3/2013
344,PS3,106544,6/10/2013
345,PS3,97229,6/17/2013
346,PS3,99088,6/24/2013
347,PS3,91352,7/1/2013
348,PS3,89982,7/8/2013
349,PS3,84789,7/15/2013
350,PS3,83308,7/22/2013
351,PS3,83827,7/29/2013
352,PS3,82130,8/5/2013
353,PS3,88435,8/12/2013
354,PS3,95916,8/19/2013
355,PS3,114750,8/26/2013
356,PS3,109445,9/2/2013
357,PS3,100790,9/9/2013
358,PS3,277887,9/16/2013
359,PS3,178473,9/23/2013
360,PS3,148002,9/30/2013
361,PS3,131981,10/7/2013
362,PS3,124088,10/14/2013
363,PS3,125050,10/21/2013
364,PS3,133458,10/28/2013
365,PS3,167637,11/4/2013
366,PS3,172240,11/11/2013
367,PS3,209786,11/18/2013
368,PS3,445892,11/25/2013
369,PS3,270993,12/2/2013
370,PS3,319174,12/9/2013
371,PS3,353358,12/16/2013
372,PS3,306463,12/23/2013
373,PS3,202753,12/30/2013
374,PS3,94928,1/6/2014
375,PS3,83079,1/13/2014
376,PS3,81118,1/20/2014
377,PS3,83271,1/27/2014
378,PS3,75733,2/3/2014
379,PS3,78995,2/10/2014
380,PS3,78190,2/17/2014
381,PS3,79678,2/24/2014
382,PS3,74337,3/3/2014
383,PS3,75146,3/10/2014
384,PS3,74655,3/17/2014
385,PS3,82042,3/24/2014
386,PS3,66865,3/31/2014
387,PS3,57910,4/7/2014
388,PS3,55743,4/14/2014
389,PS3,55642,4/21/2014
390,PS3,56025,4/28/2014
391,PS3,51055,5/5/2014
392,PS3,52130,5/12/2014
393,PS3,52645,5/19/2014
394,PS3,49378,5/26/2014
395,PS3,46721,6/2/2014
396,PS3,50127,6/9/2014
397,PS3,48516,6/16/2014
398,PS3,49520,6/23/2014
399,PS3,48234,6/30/2014
400,PS3,46910,7/7/2014
401,PS3,44619,7/14/2014
402,PS3,44424,7/21/2014
403,PS3,44499,7/28/2014
404,PS3,40689,8/4/2014
405,PS3,40733,8/11/2014
406,PS3,34434,8/18/2014
407,PS3,44035,8/25/2014
408,PS3,47290,9/1/2014
409,PS3,53836,9/8/2014
410,PS3,44397,9/15/2014
411,PS3,47445,9/22/2014
412,PS3,44487,9/29/2014
413,PS3,42027,10/6/2014
414,PS3,41202,10/13/2014
415,PS3,44604,10/20/2014
416,PS3,48506,10/27/2014
417,PS3,58507,11/3/2014
418,PS3,56998,11/10/2014
419,PS3,64775,11/17/2014
420,PS3,135186,11/24/2014
421,PS3,121268,12/1/2014
422,PS3,129016,12/8/2014
423,PS3,137016,12/15/2014
424,PS3,133305,12/22/2014
425,PS3,100182,12/29/2014
426,PS3,48741,1/5/2015
427,PS3,42122,1/12/2015
428,PS3,45927,1/19/2015
429,PS3,43945,1/26/2015
430,PS3,42295,2/2/2015
431,PS3,44996,2/9/2015
432,PS3,43965,2/16/2015
433,PS3,46820,2/23/2015
434,PS3,41927,3/2/2015
435,PS3,39663,3/9/2015
436,PS3,34799,3/16/2015
437,PS3,37200,3/23/2015
438,PS3,36055,3/30/2015
439,PS3,33132,4/6/2015
440,PS3,31887,4/13/2015
441,PS3,31084,4/20/2015
442,PS3,29246,4/27/2015
443,PS3,28441,5/4/2015
444,PS3,26951,5/11/2015
445,PS3,25368,5/18/2015
446,PS3,25030,5/25/2015
447,PS3,23722,6/1/2015
448,PS3,24021,6/8/2015
449,PS3,23003,6/15/2015
450,PS3,22505,6/22/2015
451,PS3,22364,6/29/2015
452,PS3,21158,7/6/2015
453,PS3,20536,7/13/2015
454,PS3,20414,7/20/2015
455,PS3,20788,7/27/2015
456,PS3,20170,8/3/2015
457,PS3,20953,8/10/2015
458,PS3,19617,8/17/2015
459,PS3,19021,8/24/2015
460,PS3,18982,8/31/2015
461,PS3,20443,9/7/2015
462,PS3,22847,9/14/2015
463,PS3,23020,9/21/2015
464,PS3,20644,9/28/2015
465,PS3,20343,10/5/2015
466,PS3,19889,10/12/2015
467,PS3,21137,10/19/2015
468,PS3,23178,10/26/2015
469,PS3,22677,11/2/2015
470,PS3,22035,11/9/2015
471,PS3,25059,11/16/2015
472,PS3,36501,11/23/2015
473,PS3,31226,11/30/2015
474,PS3,36038,12/7/2015
475,PS3,38565,12/14/2015
476,PS3,42384,12/21/2015
477,PS3,27358,12/28/2015
478,PS3,17605,1/4/2016
479,PS3,13404,1/11/2016
480,PS3,13061,1/18/2016
481,PS3,14302,1/25/2016
482,PS3,13639,2/1/2016
483,PS3,14221,2/8/2016
484,PS3,14629,2/15/2016
485,PS3,13138,2/22/2016
486,PS3,12751,2/29/2016
487,PS3,12051,3/7/2016
488,PS3,11502,3/14/2016
489,PS3,11881,3/21/2016
490,PS3,11643,3/28/2016
491,PS3,10979,4/4/2016
492,PS3,11228,4/11/2016
493,PS3,10610,4/18/2016
494,PS3,11365,4/25/2016
495,PS3,11216,5/2/2016
496,PS3,11361,5/9/2016
497,PS3,10853,5/16/2016
498,PS3,10328,5/23/2016
499,PS3,10001,5/30/2016
500,PS3,10034,6/6/2016
501,PS3,10022,6/13/2016
502,PS3,10018,6/20/2016
503,PS3,9936,6/27/2016
504,PS3,9258,7/4/2016
505,PS3,8975,7/11/2016
506,PS3,8817,7/18/2016
507,PS3,8886,7/25/2016
508,PS3,8585,8/1/2016
509,PS3,8680,8/8/2016
510,PS3,9254,8/15/2016
511,PS3,9777,8/22/2016
512,PS3,11104,8/29/2016
513,PS3,12215,9/5/2016
514,PS3,16766,9/12/2016
515,PS3,13651,9/19/2016
516,PS3,11494,9/26/2016
517,PS3,10226,10/3/2016
518,PS3,9818,10/10/2016
519,PS3,9738,10/17/2016
520,PS3,10042,10/24/2016
521,PS3,10943,10/31/2016
522,PS3,10589,11/7/2016
523,PS3,11748,11/14/2016
524,PS3,22600,11/21/2016
525,PS3,15772,11/28/2016
526,PS3,17821,12/5/2016
527,PS3,18979,12/12/2016
528,PS3,21448,12/19/2016
529,PS3,15152,12/26/2016
530,PS3,11090,1/2/2017
531,PS3,6687,1/9/2017
532,PS3,6613,1/16/2017
533,PS3,6582,1/23/2017
534,PS3,5452,1/30/2017
535,PS3,5491,2/6/2017
536,PS3,5525,2/13/2017
537,PS3,5465,2/20/2017
538,PS3,5457,2/27/2017
539,PS3,5396,3/6/2017
540,PS3,6778,3/13/2017
541,PS3,7444,3/20/2017
542,PS3,6268,3/27/2017
543,PS3,5194,4/3/2017
544,PS3,4596,4/10/2017
545,PS3,4381,4/17/2017
546,PS3,4420,4/24/2017
547,PS3,4306,5/1/2017
548,PS3,4208,5/8/2017
549,PS3,6258,5/15/2017
550,PS3,4077,5/22/2017
551,PS3,4329,5/29/2017
552,PS3,4047,6/5/2017
553,PS3,3882,6/12/2017
554,PS3,3697,6/19/2017
555,PS3,3624,6/26/2017
556,PS3,2560,7/3/2017
557,PS3,2470,7/10/2017
558,PS3,2459,7/17/2017
559,PS3,2343,7/24/2017
560,PS3,2241,7/31/2017
561,PS3,2288,8/7/2017
562,PS3,2829,8/14/2017
563,PS3,2127,8/21/2017
564,PS3,2046,8/28/2017
565,PS3,1996,9/4/2017
566,PS3,1830,9/11/2017
567,PS3,1869,9/18/2017
568,PS3,1773,9/25/2017
569,PS3,1539,10/2/2017
570,PS3,1522,10/9/2017
571,PS3,1449,10/16/2017
572,PS3,1483,10/23/2017
573,PS3,1521,10/30/2017
574,PS3,1460,11/6/2017
575,PS3,1522,11/13/2017
576,PS3,1684,11/20/2017
577,PS3,1552,11/27/2017
578,PS3,1621,12/4/2017
579,PS3,1670,12/11/2017
580,PS3,1731,12/18/2017
581,PS3,1575,12/25/2017
582,PSP,163812,12/6/2004
583,PSP,83598,12/13/2004
584,PSP,98771,12/20/2004
585,PSP,122707,12/27/2004
586,PSP,58981,1/3/2005
587,PSP,61279,1/10/2005
588,PSP,66884,1/17/2005
589,PSP,73145,1/24/2005
590,PSP,50569,1/31/2005
591,PSP,49540,2/7/2005
592,PSP,40384,2/14/2005
593,PSP,45589,2/21/2005
594,PSP,51565,2/28/2005
595,PSP,48704,3/7/2005
596,PSP,44724,3/14/2005
597,PSP,516995,3/21/2005
598,PSP,234438,3/28/2005
599,PSP,160465,4/4/2005
600,PSP,141813,4/11/2005
601,PSP,131521,4/18/2005
602,PSP,133091,4/25/2005
603,PSP,145769,5/2/2005
604,PSP,99614,5/9/2005
605,PSP,92261,5/16/2005
606,PSP,97702,5/23/2005
607,PSP,98832,5/30/2005
608,PSP,101252,6/6/2005
609,PSP,99461,6/13/2005
610,PSP,99394,6/20/2005
611,PSP,94898,6/27/2005
612,PSP,88085,7/4/2005
613,PSP,83172,7/11/2005
614,PSP,77459,7/18/2005
615,PSP,78245,7/25/2005
616,PSP,74488,8/1/2005
617,PSP,76899,8/8/2005
618,PSP,72171,8/15/2005
619,PSP,66634,8/22/2005
620,PSP,685965,8/29/2005
621,PSP,235414,9/5/2005
622,PSP,211327,9/12/2005
623,PSP,161128,9/19/2005
624,PSP,142594,9/26/2005
625,PSP,154308,10/3/2005
626,PSP,138824,10/10/2005
627,PSP,117996,10/17/2005
628,PSP,136799,10/24/2005
629,PSP,154531,10/31/2005
630,PSP,160188,11/7/2005
631,PSP,296012,11/14/2005
632,PSP,418430,11/21/2005
633,PSP,522102,11/28/2005
634,PSP,608491,12/5/2005
635,PSP,718088,12/12/2005
636,PSP,872252,12/19/2005
637,PSP,422874,12/26/2005
638,PSP,285716,1/2/2006
639,PSP,189128,1/9/2006
640,PSP,172010,1/16/2006
641,PSP,162608,1/23/2006
642,PSP,156084,1/30/2006
643,PSP,161321,2/6/2006
644,PSP,160325,2/13/2006
645,PSP,162538,2/20/2006
646,PSP,163807,2/27/2006
647,PSP,153556,3/6/2006
648,PSP,143628,3/13/2006
649,PSP,151125,3/20/2006
650,PSP,160744,3/27/2006
651,PSP,163872,4/3/2006
652,PSP,167674,4/10/2006
653,PSP,174180,4/17/2006
654,PSP,179187,4/24/2006
655,PSP,174277,5/1/2006
656,PSP,161408,5/8/2006
657,PSP,154642,5/15/2006
658,PSP,152003,5/22/2006
659,PSP,142854,5/29/2006
660,PSP,138297,6/5/2006
661,PSP,139576,6/12/2006
662,PSP,138598,6/19/2006
663,PSP,137724,6/26/2006
664,PSP,135588,7/3/2006
665,PSP,138508,7/10/2006
666,PSP,139100,7/17/2006
667,PSP,136225,7/24/2006
668,PSP,134151,7/31/2006
669,PSP,129817,8/7/2006
670,PSP,126444,8/14/2006
671,PSP,113115,8/21/2006
672,PSP,109896,8/28/2006
673,PSP,104266,9/4/2006
674,PSP,101450,9/11/2006
675,PSP,96160,9/18/2006
676,PSP,100053,9/25/2006
677,PSP,90666,10/2/2006
678,PSP,87267,10/9/2006
679,PSP,93557,10/16/2006
680,PSP,123558,10/23/2006
681,PSP,148973,10/30/2006
682,PSP,168872,11/6/2006
683,PSP,189724,11/13/2006
684,PSP,353884,11/20/2006
685,PSP,344584,11/27/2006
686,PSP,465354,12/4/2006
687,PSP,587607,12/11/2006
688,PSP,767646,12/18/2006
689,PSP,286237,12/25/2006
690,PSP,269418,1/1/2007
691,PSP,182400,1/8/2007
692,PSP,169356,1/15/2007
693,PSP,163208,1/22/2007
694,PSP,155644,1/29/2007
695,PSP,151153,2/5/2007
696,PSP,151251,2/12/2007
697,PSP,210149,2/19/2007
698,PSP,175399,2/26/2007
699,PSP,163712,3/5/2007
700,PSP,150424,3/12/2007
701,PSP,141159,3/19/2007
702,PSP,138964,3/26/2007
703,PSP,149509,4/2/2007
704,PSP,158519,4/9/2007
705,PSP,156114,4/16/2007
706,PSP,164685,4/23/2007
707,PSP,227438,4/30/2007
708,PSP,228145,5/7/2007
709,PSP,208978,5/14/2007
710,PSP,197739,5/21/2007
711,PSP,195539,5/28/2007
712,PSP,189454,6/4/2007
713,PSP,188254,6/11/2007
714,PSP,186788,6/18/2007
715,PSP,195927,6/25/2007
716,PSP,183447,7/2/2007
717,PSP,179589,7/9/2007
718,PSP,179753,7/16/2007
719,PSP,172989,7/23/2007
720,PSP,164166,7/30/2007
721,PSP,151222,8/6/2007
722,PSP,146355,8/13/2007
723,PSP,130468,8/20/2007
724,PSP,121530,8/27/2007
725,PSP,120771,9/3/2007
726,PSP,330180,9/10/2007
727,PSP,509170,9/17/2007
728,PSP,350051,9/24/2007
729,PSP,302480,10/1/2007
730,PSP,254440,10/8/2007
731,PSP,251277,10/15/2007
732,PSP,243047,10/22/2007
733,PSP,239942,10/29/2007
734,PSP,254744,11/5/2007
735,PSP,280499,11/12/2007
736,PSP,447202,11/19/2007
737,PSP,436940,11/26/2007
738,PSP,558836,12/3/2007
739,PSP,734620,12/10/2007
740,PSP,842113,12/17/2007
741,PSP,584140,12/24/2007
742,PSP,486314,12/31/2007
743,PSP,268075,1/7/2008
744,PSP,242800,1/14/2008
745,PSP,230377,1/21/2008
746,PSP,226092,1/28/2008
747,PSP,229264,2/4/2008
748,PSP,207771,2/11/2008
749,PSP,205843,2/18/2008
750,PSP,251096,2/25/2008
751,PSP,224147,3/3/2008
752,PSP,215152,3/10/2008
753,PSP,228081,3/17/2008
754,PSP,326411,3/24/2008
755,PSP,296701,3/31/2008
756,PSP,255585,4/7/2008
757,PSP,226010,4/14/2008
758,PSP,231085,4/21/2008
759,PSP,241166,4/28/2008
760,PSP,211167,5/5/2008
761,PSP,189813,5/12/2008
762,PSP,184151,5/19/2008
763,PSP,199213,5/26/2008
764,PSP,206875,6/2/2008
765,PSP,217418,6/9/2008
766,PSP,224933,6/16/2008
767,PSP,228146,6/23/2008
768,PSP,230965,6/30/2008
769,PSP,236261,7/7/2008
770,PSP,255796,7/14/2008
771,PSP,245952,7/21/2008
772,PSP,224690,7/28/2008
773,PSP,217604,8/4/2008
774,PSP,242941,8/11/2008
775,PSP,210002,8/18/2008
776,PSP,183331,8/25/2008
777,PSP,164560,9/1/2008
778,PSP,144388,9/8/2008
779,PSP,140094,9/15/2008
780,PSP,136363,9/22/2008
781,PSP,141670,9/29/2008
782,PSP,141869,10/6/2008
783,PSP,312893,10/13/2008
784,PSP,202223,10/20/2008
785,PSP,189781,10/27/2008
786,PSP,201662,11/3/2008
787,PSP,217455,11/10/2008
788,PSP,274756,11/17/2008
789,PSP,501600,11/24/2008
790,PSP,481914,12/1/2008
791,PSP,567750,12/8/2008
792,PSP,789604,12/15/2008
793,PSP,662743,12/22/2008
794,PSP,495850,12/29/2008
795,PSP,265907,1/5/2009
796,PSP,187818,1/12/2009
797,PSP,168232,1/19/2009
798,PSP,196400,1/26/2009
799,PSP,168220,2/2/2009
800,PSP,157279,2/9/2009
801,PSP,151621,2/16/2009
802,PSP,157718,2/23/2009
803,PSP,181573,3/2/2009
804,PSP,157466,3/9/2009
805,PSP,184212,3/16/2009
806,PSP,171061,3/23/2009
807,PSP,165132,3/30/2009
808,PSP,147517,4/6/2009
809,PSP,142432,4/13/2009
810,PSP,137344,4/20/2009
811,PSP,148085,4/27/2009
812,PSP,141658,5/4/2009
813,PSP,120838,5/11/2009
814,PSP,117278,5/18/2009
815,PSP,122754,5/25/2009
816,PSP,118325,6/1/2009
817,PSP,122944,6/8/2009
818,PSP,124764,6/15/2009
819,PSP,139587,6/22/2009
820,PSP,156095,6/29/2009
821,PSP,146636,7/6/2009
822,PSP,138848,7/13/2009
823,PSP,140754,7/20/2009
824,PSP,141222,7/27/2009
825,PSP,137271,8/3/2009
826,PSP,135893,8/10/2009
827,PSP,117889,8/17/2009
828,PSP,141690,8/24/2009
829,PSP,122214,8/31/2009
830,PSP,110942,9/7/2009
831,PSP,108685,9/14/2009
832,PSP,99172,9/21/2009
833,PSP,213188,9/28/2009
834,PSP,182966,10/5/2009
835,PSP,158569,10/12/2009
836,PSP,160634,10/19/2009
837,PSP,200112,10/26/2009
838,PSP,193651,11/2/2009
839,PSP,205547,11/9/2009
840,PSP,231239,11/16/2009
841,PSP,375038,11/23/2009
842,PSP,390760,11/30/2009
843,PSP,444516,12/7/2009
844,PSP,531912,12/14/2009
845,PSP,610365,12/21/2009
846,PSP,423122,12/28/2009
847,PSP,348838,1/4/2010
848,PSP,202620,1/11/2010
849,PSP,176638,1/18/2010
850,PSP,168178,1/25/2010
851,PSP,147076,2/1/2010
852,PSP,135120,2/8/2010
853,PSP,140536,2/15/2010
854,PSP,141386,2/22/2010
855,PSP,164334,3/1/2010
856,PSP,138918,3/8/2010
857,PSP,139745,3/15/2010
858,PSP,139536,3/22/2010
859,PSP,133895,3/29/2010
860,PSP,122555,4/5/2010
861,PSP,111133,4/12/2010
862,PSP,108068,4/19/2010
863,PSP,144121,4/26/2010
864,PSP,133451,5/3/2010
865,PSP,113127,5/10/2010
866,PSP,100125,5/17/2010
867,PSP,104244,5/24/2010
868,PSP,106735,5/31/2010
869,PSP,148187,6/7/2010
870,PSP,115444,6/14/2010
871,PSP,121450,6/21/2010
872,PSP,131155,6/28/2010
873,PSP,125701,7/5/2010
